region_start,region_end,region_mean
0,999,7.123469837699212
999,1399,0.0
1399,2019,10.538927644180609
2019,2389,1.8949248648205477
2389,3065,14.481221097599478
3065,3936,20.67267514489368
3936,4802,13.808395588515003
4802,5197,15.6157179236752
5197,5999,8.82672359054891
5999,6208,0.0
6208,6574,14.690137304548834
6574,7284,15.506470576527912
7284,8065,9.744338065512459
8065,8815,2.5487539222820343
8815,9011,9.956753603805621
9011,9716,13.218936766021637
9716,10124,2.6499318393892635
10124,10595,0.0
10595,11301,9.964441342757686
11301,11942,4.388878004500956
11942,12605,0.0
12605,13177,1.3281981263583476
13177,13340,13.329482373518308
13340,13856,0.4591213538248789
13856,14389,6.293258913498196
14389,15015,15.094176474824295
15015,15572,6.812082581257569
15572,16416,0.0
16416,16761,1.1727411658537898
16761,16987,6.891789392608844
16987,17727,6.1136311861417685
17727,17891,14.51262070008727
17891,17953,6.030218410950911
17953,18949,11.203217744836296
18949,19161,15.525955287338641
19161,19500,5.302803200790776
19500,20389,7.431057438695779
20389,20765,6.414462367924231
20765,21276,0.0
21276,22142,0.0
22142,22486,14.25408043105683
22486,22526,12.297423799646173
22526,23366,5.735966709167115
23366,23927,1.2967198598742615
23927,24637,0.0
24637,24933,10.931672341338494
24933,25796,0.0
25796,26399,9.368799743282178
26399,26504,15.649296196302684
26504,26980,0.10128967570109129
26980,27118,0.0
27118,27635,2.244296581607556
27635,27760,8.287345763703494
27760,28581,6.8103302754897745
28581,29448,0.6184710242890388
29448,29882,0.0
29882,30596,4.187128471461805
30596,30904,8.771553091869713
30904,31311,4.026763746589908
31311,32229,9.406169515198332
32229,32605,0.0
32605,33597,3.615724987201263
33597,34218,1.6755318790836546
34218,34267,11.258184547916965
34267,34378,2.6176648476243036
34378,35303,18.9141355767722
35303,35565,7.050551142835965
35565,35619,6.147643245846662
35619,36213,4.727732437129367
36213,36600,13.289120638262444
36600,37352,0.0
37352,37572,5.765757224095784
37572,37980,3.598486715365623
37980,38065,2.0310019392581133
38065,38137,5.673323946312573
38137,38457,4.466986908746675
38457,38908,5.725215296433196
38908,39587,1.194170511439681
39587,40407,0.0
40407,41213,0.0
41213,41939,0.0
41939,42436,0.0
42436,42751,0.0
42751,43208,8.65359550805424
43208,43971,0.0
43971,44616,11.80195789882806
44616,44793,4.535970635653272
44793,45421,4.26889136049164
45421,46354,15.731353884987035
46354,47188,0.0
47188,47385,15.576706363661835
47385,48371,0.0
48371,49150,10.121464600989029
49150,49780,0.0
49780,50296,0.0
50296,50486,7.770319316009322
50486,50870,13.836422980125537
50870,51760,0.9765756466431619
51760,51913,0.0
51913,52768,0.0
52768,53018,0.22803707023666342
53018,53349,9.706070716678957
53349,54208,5.4278005025626115
54208,54784,5.883631138935915
54784,55183,0.0
55183,56105,6.567102604497163
56105,56967,8.264803145388571
56967,57067,5.669689240383383
57067,57144,0.0
57144,57713,8.12339236841619
57713,58326,6.193868727233475
58326,58747,7.583766396641265
58747,59092,3.1031422912498487
